"time","age_range","Incidence","Deaths","IncNoise","DeathNoise"
92,"0-150",201.097766570126,29.7143659537553,193,34
93,"0-150",199.160693936696,30.2677025298337,172,38
94,"0-150",195.149817556978,30.5157722350838,209,29
95,"0-150",189.240271181625,30.4510431598992,171,34
96,"0-150",181.681341992399,30.0774283632242,177,31
97,"0-150",172.774810875813,29.4122263307184,175,24
98,"0-150",162.841149600554,28.4842796021763,172,33
99,"0-150",152.204269964865,27.3299956151193,152,25
100,"0-150",141.168851202572,25.9903444909568,134,20
101,"0-150",130.00289419626,24.5083257728662,130,23
102,"0-150",118.957171597107,22.929933968673,134,23
103,"0-150",108.216210507449,21.2963619714002,110,21
104,"0-150",97.9182688299357,19.6459373650623,88,26
105,"0-150",88.1921062811752,18.0089162008883,94,19
106,"0-150",79.0972978518673,16.4147112031479,77,22
107,"0-150",70.6763826683043,14.8836834839056,75,10
108,"0-150",62.9468384957116,13.4331864987272,61,9
109,"0-150",55.8991520379981,12.0728401729681,36,13
110,"0-150",49.5131661377091,10.8090355679463,56,11
111,"0-150",43.7602938249115,9.64524725391075,32,12
112,"0-150",38.5972278588387,8.58035712811442,28,7
113,"0-150",33.984562067586,7.61254863978045,39,3
114,"0-150",29.8814430332017,6.73853817062003,27,5
115,"0-150",26.2300748440247,5.9507078825867,22,8
116,"0-150",23.0035259075878,5.24621654169582,17,8
117,"0-150",20.1544752411387,4.61771871786115,20,4
118,"0-150",17.6418407846746,4.05850981634648,13,8
119,"0-150",15.4319146919957,3.56279776561913,14,2
120,"0-150",13.48888018323,3.1239766647112,17,1
121,"0-150",11.7877176420955,2.73744474078075,8,5
122,"0-150",10.2851188727082,2.39434840141745,12,4
123,"0-150",8.98248776805555,2.09542358527576,3,7
124,"0-150",7.82862803876516,1.82970388186182,9,1
125,"0-150",6.83050034340771,1.59895997530815,2,2
126,"0-150",5.95543108901975,1.39607139429385,4,7
127,"0-150",5.19086892050935,1.21833513907044,8,2
128,"0-150",4.52421399024572,1.06299021699813,6,1
129,"0-150",3.94145228352794,0.926934207183261,6,0
130,"0-150",3.43340801566616,0.808113561399232,4,0
131,"0-150",2.99061892656716,0.704394903271177,3,0
132,"0-150",2.60444331589782,0.613814435471982,1,0
133,"0-150",2.26778709122466,0.534758338386482,5,0
134,"0-150",1.97454550397547,0.465828830735343,2,0
135,"0-150",1.71910620284765,0.405732669220837,1,0
136,"0-150",1.49656946208165,0.353337123066566,2,0
137,"0-150",1.30272824546251,0.307667213495649,3,0
138,"0-150",1.13393360711478,0.267875162068276,3,0
139,"0-150",0.986974372134686,0.233213053361242,0,0
140,"0-150",0.859027840329762,0.203022033975486,0,1
141,"0-150",0.747635465316865,0.176727182123609,0,0
142,"0-150",0.650663564837339,0.153828738068962,0,0
143,"0-150",0.566254273690614,0.133890954433641,0,1
144,"0-150",0.492784862602402,0.116532803847713,0,0
145,"0-150",0.428839099980705,0.101421416092845,1,1
146,"0-150",0.37318379744633,0.0882666791333919,0,0
147,"0-150",0.324730772255366,0.0768124087081878,0,0
148,"0-150",0.282555991499844,0.0668408727939884,0,0
149,"0-150",0.245871176230983,0.0581661938753308,1,0
150,"0-150",0.213964847470827,0.0506205907985224,0,0
