"parameter","fixed_value","likelihood_value","optim_beta","optim_kappa","optim_gamma","optim_mu"
"mu",0.097,155.292853031092,0.909783158201733,0.879502471237886,0.530825689341348,0.183510869770312
"mu",0.092,155.221693704893,0.90736547953627,0.887436716383498,0.534689779170988,0.275315436181212
"mu",0.087,155.110663895059,0.905429300769826,0.888311717522828,0.537909225785804,0.31785301322702
"mu",0.082,154.953426281777,0.903489763050513,0.890191933828065,0.541356091337488,0.363622929033967
"mu",0.077,154.755350953236,0.901340403865506,0.892011165847045,0.544611030221498,0.387335560642034
"mu",0.072,154.506165689937,0.895644417807297,0.887168328298848,0.543838748249073,0.320060588313901
"mu",0.067,154.201392844066,0.893311504776395,0.891657285489965,0.547224362414252,0.34561426244785
"mu",0.062,153.825187574467,0.89158268910726,0.889734985548887,0.550348232337385,0.384710838614627
"mu",0.057,153.372244312088,0.888779071558594,0.895336044806583,0.553444039864224,0.433952041179196
"mu",0.052,154.167497991075,0.678280893743698,0.570860922338367,0.328972492467232,8.68971192523265
"mu",0.047,153.998018673319,0.645318537761133,1.04657338031964,0.363402024426407,3.69353291872024
"mu",0.042,153.460308974735,0.63944101875012,1.23490598087331,0.37508047052096,3.82126005609254
"mu",0.037,152.735827347434,0.635735171388411,1.37011007909844,0.383225089391464,3.83204953542513
"mu",0.032,153.058701147343,0.523525157079757,3.02963576884009,0.315713398796552,0.0911911297815598
"mu",0.027,151.953485007203,0.520481428969093,3.39161115419019,0.32034307002845,0.989037213603659
"mu",0.022,150.847420277638,0.488410567512246,3.41800576296122,0.293733316766492,14.2933930379393
"mu",0.097,155.292853031092,0.909783158201733,0.879502471237886,0.530825689341348,0.183510869770312
"mu",0.102,155.349661957411,0.907189837658088,0.918608005770604,0.528910961524172,0.202056951026917
"mu",0.107,155.378413913759,0.906087129558367,0.954495494631001,0.527541143651987,0.226481412709771
"mu",0.112,155.378031573958,0.905971370038576,0.983180880589934,0.525658609001997,0.259913925128576
"mu",0.117,155.335587029398,0.905929747153258,1.01815067047026,0.524564267444053,0.346007887636694
"mu",0.122,155.29653109728,0.908604181017392,1.06578371153562,0.527089729561166,0.396771786581295
"mu",0.127,155.261466643214,0.926581968155721,1.07545499742679,0.539133769227309,0.0558668148443072
"mu",0.132,155.262169430969,0.953937073711958,0.966975530229398,0.546680506294095,0.263273347182144
"mu",0.137,155.182449534608,0.953723093543607,0.983909974950672,0.543745789241453,0.300111717610513
"mu",0.142,155.08431700027,0.953944647147382,1.01367074726492,0.542228286607419,0.340196506423963
"mu",0.147,154.968989491191,0.952908676440811,1.04478770486527,0.540139854517856,0.375568900617398
"mu",0.152,154.871784177988,0.958309026160123,1.05747920901243,0.541257158313723,0.465417372044206
"mu",0.157,154.887793700639,0.992076134242407,1.05437144820231,0.566152169166688,0.0231146744568851
"mu",0.162,154.775261511471,0.996952362196212,1.07928826077546,0.568150174999302,0.111390027909185
"mu",0.167,154.66303393309,1.00014524010408,1.11437558245093,0.569854945854074,0.116369558287273
"mu",0.172,154.604766177912,1.01843499904783,1.00203461069055,0.568916890991749,0.202572116952926
"mu",0.177,154.491380185468,1.02388520345732,1.02800024721542,0.571637329806367,0.0487946502100448
"mu",0.182,154.365368502708,1.0269971312049,1.06285948821413,0.573668453711737,0.101493243922692
"mu",0.187,154.27265808898,1.03719105994088,0.944857722015552,0.563136476483168,0.0479803004926844
"mu",0.192,154.161655887367,1.04715588230212,0.923474480954214,0.564310864674218,0.0580836088954996
"mu",0.197,154.016582030954,1.04876977626812,0.951147245935857,0.564661889292405,0.0782927408623521
