"parameter","fixed_value","likelihood_value","optim_beta","optim_kappa","optim_gamma","optim_mu"
"gamma",0.21,10582.0853679277,0.411283183476515,9.57951658420029,2.74824284891872,0.0389919624866773
"gamma",0.53,10675.9192107654,0.915711773765772,0.916661601215207,0.680373997408539,0.108699714393987
"gamma",0.55,10674.5254107396,0.930691884094516,0.954244406886221,0.828478419932661,0.107080596562416
"gamma",0.57,10672.2114625055,0.952955311983697,0.956250227345676,0.958039774533374,0.106945717201837
"gamma",0.59,10669.5015371214,0.982904816389462,0.967449123463216,1.05691645889001,0.115358624614659
"gamma",0.61,10675.9408286009,1.04698871838803,0.78863846109951,0.933057242343767,0.122161333463611
"gamma",0.63,10676.1076145521,1.08846623018168,0.739284058868041,0.92278895595189,0.126486535264134
"gamma",0.65,10674.7529184045,1.10097688353187,0.777301890344318,0.951590733037889,0.125294850958832
"gamma",0.67,10671.8089636761,1.13668841912242,0.797467808985576,1.12995762714667,0.141997987252906
"gamma",0.69,10673.7690044903,1.16664072822407,0.753224698530259,1.20408715143686,0.137118938879538
"gamma",0.71,10675.918294853,1.21918328746017,0.678208829168839,1.30023342286638,0.141137265958747
"gamma",0.73,10674.4910110483,1.2396661468939,0.713746290513315,1.36544300910634,0.147656614799806
"gamma",0.75,10673.6263886318,1.26635791617788,0.708137267498198,1.41468472589113,0.149478615149248
"gamma",0.77,10671.1410075814,1.28656952055988,0.704149113232674,1.46293360106205,0.146012319601239
"gamma",0.79,10675.5984326528,1.35641810554421,0.631321505947127,1.92954782891077,0.159717988727787
"mu",0.097,10674.7625714241,0.91,0.87,0.53,0.097
"mu",0.092,10672.9120966589,0.90839628250023,0.878370744443878,0.533880854253665,0.181607057155847
"mu",0.087,10670.2611527293,0.901288677804907,0.893962604424165,0.534844491800984,0.35287291016891
"mu",0.082,10666.5853819405,0.89771104881987,0.88362853455474,0.53619776551377,0.570050543110796
"mu",0.077,10660.5932200483,0.898100549920517,0.88552956874267,0.541773638464183,0.608603711019586
"mu",0.072,10653.5312745421,0.896606491071571,0.873088844064578,0.543821026849091,0.64620976548336
"mu",0.067,10653.0267051689,0.847711885653608,0.822815703988223,0.498016772213188,0.803060496355568
"mu",0.062,10644.1582408247,0.846038420666197,0.847775945821455,0.50453371077468,0.817267710795843
"mu",0.057,10632.1845181979,0.84326930781986,0.868370891178668,0.509978863017462,0.843413955726093
"mu",0.052,10623.5810961944,0.814922689369781,0.836483543590055,0.485663111100386,1.49253701429157
"mu",0.047,10622.6845488569,0.735300114363507,0.916950984017722,0.431215487433143,0.00664887800520575
"mu",0.042,10603.8159251103,0.735392295831941,0.921209954972647,0.436251594219244,0.034378711287576
"mu",0.037,10610.9932489855,0.620922836163049,1.35089923414416,0.368550566402017,0.465507183664993
"mu",0.032,10607.9899125939,0.524797935064734,2.10218989493241,0.302866169618069,1.33624251354487
"mu",0.027,10586.6063817018,0.486044272759633,2.81264319967599,0.279537392363107,2.04463028732364
"mu",0.022,10552.7050703317,0.460039868781556,3.63208383142007,0.264667726967982,2.88850970163921
"mu",0.097,10674.7625714241,0.91,0.87,0.53,0.097
"mu",0.102,10675.6373128578,0.914495195182715,0.900180544018474,0.533478264657919,0.117924340843883
"mu",0.107,10675.4990222647,0.917567907845264,0.93757828959715,0.536408335408816,0.117159396497551
"mu",0.112,10675.1093737683,0.91865799978998,0.970742146826172,0.536304976872949,0.144489796712117
"mu",0.117,10673.7492621348,0.930262951716484,0.986782966195577,0.542394724125181,0.284019489741416
"mu",0.122,10672.3919916724,0.931691206317528,1.00149036950148,0.540386697533922,0.371568228634767
"mu",0.127,10670.523504976,0.930292692726088,1.02776601780103,0.538278029633293,0.404594542842739
"mu",0.132,10668.2429877271,0.933995122845976,1.04363734418715,0.538370889842233,0.569496166285105
"mu",0.137,10666.2743833183,0.947736076201837,1.04018430512161,0.544508944693891,0.788721642638728
"mu",0.142,10663.6799305634,0.9583971255696,1.04093722948778,0.548849254581993,0.94072796011476
"mu",0.147,10660.339259195,0.963639373934771,1.0535080360777,0.551808097527026,1.00261866338738
"mu",0.152,10660.0710391691,0.972236661894986,1.02184487772121,0.549926418901447,1.33920460930118
"mu",0.157,10657.4077233262,0.981403364763595,1.01679073562413,0.552964318670799,1.48098063583038
"mu",0.162,10654.2282469377,0.992110637878826,1.0323981318386,0.559561034576809,1.58618220441855
"mu",0.167,10653.9047529212,1.01276815836984,0.982012731176956,0.566787227472033,2.03777419261636
"mu",0.172,10652.1316607911,1.03220263328132,0.972985859002985,0.576895277702118,2.40880137266657
"mu",0.177,10648.4553245661,1.03861698733585,0.986844081937764,0.580872625972872,2.61589715044093
"mu",0.182,10646.9574897611,1.04679519923627,0.939683496931522,0.57616981070797,3.3535547418408
"mu",0.187,10643.417971893,1.05861992599135,0.961131075329993,0.585392382821348,3.81992550825745
"mu",0.192,10649.0619431702,1.12155456651346,0.85600089291612,0.618219142651027,4.9976924377256
"mu",0.197,10651.365633645,1.16710252321844,0.817411067320997,0.64433511958594,7.57807570701202
